tweet_id,retweet_count,favorite_count
667369227918143488,141,323
667211855547486208,209,417
667200525029539841,224,531
667192066997374976,84,322
667188689915760640,327,631
667182792070062081,5152,12188
667177989038297088,47,158
667176164155375616,375,513
667174963120574464,69,216
667171260800061440,72,184
667165590075940865,942,2319
667160273090932737,50,213
667152164079423490,14357,41529
667138269671505920,1828,3914
667119796878725120,102,280
667090893657276420,104,279
667073648344346624,101,342
667070482143944705,12,71
667065535570550784,39,139
667062181243039745,46,190
667044094246576128,43,158
667012601033924608,183,385
666996132027977728,77,208
666983947667116034,832,2178
666837028449972224,462,684
666835007768551424,63,179
666826780179869698,77,215
666817836334096384,205,430
666804364988780544,79,204
666786068205871104,401,645
666781792255496192,167,320
666776908487630848,146,297
666739327293083650,59,203
666701168228331520,179,366
666691418707132416,41,158
666649482315059201,515,974
666644823164719104,66,203
666454714377183233,174,438
666447344410484738,18,87
666437273139982337,40,106
666435652385423360,41,131
666430724426358785,159,269
666428276349472768,64,135
666421158376562688,90,264
666418789513326592,39,101
666411507551481857,257,363
666407126856765440,30,92
666396247373291520,66,146
666373753744588802,72,158
666362758909284353,462,639
666353288456101888,56,170
666345417576210432,120,231
666337882303524864,78,162
666293911632134144,287,417
666287406224695296,54,119
666273097616637952,66,148
666268910803644416,38,97
666104133288665088,5359,12515
666102155909144576,11,63
666099513787052032,53,132
666094000022159362,63,139
666082916733198337,37,90
666073100786774016,129,271
666071193221509120,49,125
666063827256086533,178,388
666058600524156928,46,97
666057090499244032,111,244
666055525042405380,193,360
666051853826850816,685,1008
666050758794694657,49,111
666049248165822465,35,85
666044226329800704,113,243
666033412701032449,35,98
666029285002620928,39,111
666020888022790149,416,2226
